"order_channel","order_number","order_date","order_time_local","day_of_week","hour_of_day","order_time_zone","grubhub_store_id","store_number","store_name","street_address","city","state","postal_code","store_type","order_type","scheduled_or_asap_order","fulfillment_type","cash_order","customer_type","gh_plus_customer","order_subtotal_before_adjustments","order_subtotal_adjustments","order_subtotal","order_self_delivery_charge","order_merchant_fees","order_sales_tax","order_tip","order_total","order_commission","order_delivery_commission","order_gh_plus_commission","order_processing_fee","order_withheld_sales_tax","order_merchant_funded_promotion_and_loyalty","order_merchant_total","order_time_to_expected_ready_time_minutes","order_time_to_actually_ready_time_minutes","order_time_to_driver_arrived_time_minutes","order_time_to_driver_departed_time_minutes","order_time_to_dropoff_start_time_minutes","ghd_driver_wait_time","order_on_time","overall_rating_value","review_text"
"Marketplace","052023197117593","2023-07-21","04:28:51 PM","Friday","4 PM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Standard Order","ASAP","Grubhub Delivery","No","New","non GH+","29.47","0.00","29.47","0.00","0.00","2.95","0.00","32.42","-3.68","-2.95","0.00","-1.29","-2.95","0.00","21.55","15",,"11","11","31","0","On-time",,
"Marketplace","407823266978651","2023-07-28","11:37:22 AM","Friday","11 AM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Standard Order","ASAP","Grubhub Delivery","No","Returning","GH+","12.24","0.00","12.24","0.00","0.00","1.22","0.00","13.46","-1.53","-1.22","0.00","-0.71","-1.22","0.00","8.78","15","4","13","13","32","0","Early",,
"Marketplace","917423249925709","2023-07-26","06:39:15 PM","Wednesday","6 PM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Standard Order","ASAP","Grubhub Delivery","No","Returning","non GH+","31.94","0.00","31.94","0.00","0.00","3.19","0.00","35.13","-3.99","-3.19","0.00","-1.37","-3.19","0.00","23.39","15","8","15","16","37","1","Early",,
"Marketplace","253924293963536","2023-11-08","05:20:10 PM","Wednesday","5 PM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Standard Order","ASAP","Grubhub Delivery","No","Returning","non GH+","14.99","0.00","14.99","0.00","0.00","1.50","0.00","16.49","-1.87","-1.50","0.00","-0.80","-1.50","0.00","10.82","15","13","20","21","37","0","On-time",,
"Marketplace","142121292672716","2023-01-12","04:07:21 PM","Thursday","4 PM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Standard Order","ASAP","Grubhub Delivery","No","Returning","GH+","13.49","0.00","13.49","0.00","0.00","1.35","0.00","14.84","-1.69","-1.35","0.00","-0.75","-1.35","0.00","9.70","15",,"13","14","21","0","On-time",,
"Marketplace","257221388799566","2023-01-20","08:18:35 PM","Friday","8 PM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Standard Order","ASAP","Grubhub Delivery","No","New","GH+","17.49","0.00","17.49","0.00","0.00","1.75","0.00","19.24","-2.19","-1.75","0.00","-0.89","-1.75","0.00","12.66","15",,"10","11","18","0","On-time",,
"Marketplace","604421274577289","2023-01-10","11:40:23 AM","Tuesday","11 AM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Standard Order","ASAP","Pick-Up","No","Returning","non GH+","8.97","0.00","8.97","0.00","0.00","0.90","0.00","9.87","-1.12","0.00","0.00","-0.60","-0.90","0.00","7.25","15","18",,,,,"On-time",,
"Marketplace","052221217829145","2023-01-04","05:42:12 PM","Wednesday","5 PM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Standard Order","ASAP","Grubhub Delivery","No","Loyal","GH+","20.25","0.00","20.25","0.00","0.00","2.03","0.00","22.28","-2.53","-2.03","0.00","-0.98","-2.03","0.00","14.71","15",,"8","12","25","0","On-time",,
"Marketplace","102421243483258","2023-01-07","04:39:35 PM","Saturday","4 PM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Standard Order","ASAP","Grubhub Delivery","No","Returning","GH+","12.49","0.00","12.49","0.00","0.00","1.25","0.00","13.74","-1.56","-1.25","0.00","-0.72","-1.25","0.00","8.96","15",,"6","39","59","24","Late",,
"Marketplace","390824263489083","2023-11-04","08:52:57 PM","Saturday","8 PM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Standard Order","ASAP","Grubhub Delivery","No","Returning","non GH+","25.47","-25.47","0.00","0.00","0.00","0.00","0.00","0.00","-3.18","-2.55","0.00","-1.15","0.00","0.00","-6.88","15","7","29","37","40","8","Early",,
"Marketplace","416121818122507","2023-03-05","04:41:49 PM","Sunday","4 PM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Standard Order","ASAP","Grubhub Delivery","No","Returning","non GH+","18.09","0.00","18.09","0.00","0.00","1.81","0.00","19.90","-2.26","-1.81","0.00","-0.91","-1.81","0.00","13.11","12",,"8","9","14","0","On-time",,
"Marketplace","814521802545612","2023-03-03","06:42:04 PM","Friday","6 PM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Standard Order","ASAP","Grubhub Delivery","No","New","GH+","13.07","0.00","13.07","0.00","0.00","1.31","0.00","14.38","-1.63","-1.31","0.00","-0.74","-1.31","0.00","9.39","12","7","17","21","33","4","On-time",,
"Marketplace","448722071522908","2023-03-31","04:13:39 PM","Friday","4 PM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Standard Order","ASAP","Grubhub Delivery","No","Returning","non GH+","25.94","0.00","25.94","0.00","0.00","2.59","0.00","28.53","-3.24","-2.59","0.00","-1.17","-2.59","0.00","18.94","15",,"11","37","45","22","Late",,
"Marketplace","694421996609874","2023-03-23","04:01:56 PM","Thursday","4 PM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Standard Order","ASAP","Grubhub Delivery","No","Returning","GH+","16.20","0.00","16.20","0.00","0.00","1.62","0.00","17.82","-2.03","-1.62","0.00","-0.84","-1.62","0.00","11.71","15",,"8","12","33","0","On-time",,
"Marketplace","448722071575161","2023-03-31","09:42:04 AM","Friday","9 AM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Standard Order","ASAP","Grubhub Delivery","No","Returning","non GH+","9.99","0.00","9.99","0.00","0.00","1.00","0.00","10.99","-1.25","-1.00","0.00","-0.64","-1.00","0.00","7.10","15",,"13","14","21","0","On-time","5","The food is great"
"Marketplace","720121954237802","2023-03-18","08:16:23 PM","Saturday","8 PM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Standard Order","ASAP","Grubhub Delivery","No","New","GH+","19.72","0.00","19.72","0.00","0.00","1.97","0.00","21.69","-2.47","-1.97","0.00","-0.96","-1.97","0.00","14.32","15","12","17","17","23","0","On-time",,
"Marketplace","248222435556902","2023-05-06","06:17:48 PM","Saturday","6 PM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Standard Order","ASAP","Grubhub Delivery","No","Returning","non GH+","59.80","0.00","59.80","0.00","0.00","5.98","0.00","65.78","-7.48","-5.98","0.00","-2.31","-5.98","0.00","44.03","15","10","13","14","30","0","On-time",,
"Marketplace","496922422047293","2023-05-05","12:00:07 PM","Friday","12 PM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Standard Order","ASAP","Grubhub Delivery","No","New","GH+","11.96","0.00","11.96","0.00","0.00","1.20","0.00","13.16","-1.50","-1.20","0.00","-0.70","-1.20","0.00","8.56","15","14","15","16","24","1","On-time",,
"Marketplace","362122676838245","2023-05-30","06:18:36 PM","Tuesday","6 PM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Standard Order","ASAP","Pick-Up","No","Returning","non GH+","17.98","0.00","17.98","0.00","0.00","1.80","3.96","23.74","-2.25","0.00","0.00","-1.02","-1.80","0.00","18.67","15","17",,,,,"On-time","5",
"Marketplace","364422634599901","2023-05-26","04:38:11 PM","Friday","4 PM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Standard Order","ASAP","Grubhub Delivery","No","Returning","non GH+","22.98","0.00","22.98","0.00","0.00","2.30","0.00","25.28","-2.87","-2.30","0.00","-1.07","-2.30","0.00","16.74","15","9","14","15","30","0","Early",,
"Marketplace","182522513436232","2023-05-13","08:46:55 PM","Saturday","8 PM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Standard Order","ASAP","Grubhub Delivery","No","New","non GH+","15.73","0.00","15.73","0.00","0.00","1.57","0.00","17.30","-1.97","-1.57","0.00","-0.83","-1.57","0.00","11.36","15","2","12","13","27","0","Early",,
"Marketplace","974422689364882","2023-05-31","11:52:41 AM","Wednesday","11 AM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Standard Order","ASAP","Grubhub Delivery","No","Returning","GH+","29.68","0.00","29.68","0.00","0.00","2.97","0.00","32.65","-3.71","-2.97","0.00","-1.30","-2.97","0.00","21.70","15","13","17","17","37","0","On-time",,
"Marketplace","539623241940701","2023-07-25","07:15:29 PM","Tuesday","7 PM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Standard Order","ASAP","Grubhub Delivery","No","New","non GH+","21.98","0.00","21.98","0.00","0.00","2.20","0.00","24.18","-2.75","-2.20","0.00","-1.04","-2.20","0.00","15.99","15","6","12","12","26","0","Early",,
"Marketplace","606223126470623","2023-07-14","05:46:37 PM","Friday","5 PM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Standard Order","ASAP","Grubhub Delivery","No","Returning","GH+","33.78","0.00","33.78","0.00","0.00","3.38","0.00","37.16","-4.22","-3.38","0.00","-1.43","-3.38","0.00","24.75","15","19","29","29","32","0","On-time",,
"Marketplace","384123064475971","2023-07-08","10:51:26 AM","Saturday","10 AM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Standard Order","ASAP","Grubhub Delivery","No","Returning","GH+","21.45","0.00","21.45","0.00","0.00","2.15","0.00","23.60","-2.68","-2.15","0.00","-1.02","-2.15","0.00","15.60","15","1","15","24","46","9","Early",,
"Marketplace","876821598916918","2023-02-10","06:39:25 PM","Friday","6 PM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Standard Order","ASAP","Grubhub Delivery","No","Returning","non GH+","13.49","0.00","13.49","0.00","0.00","1.35","0.00","14.84","-1.69","-1.35","0.00","-0.75","-1.35","0.00","9.70","15",,"14","15","33","0","On-time",,
"Marketplace","824021527083177","2023-02-03","06:26:26 PM","Friday","6 PM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Standard Order","ASAP","Pick-Up","No","New","non GH+","27.22","0.00","27.22","0.00","0.00","2.72","0.00","29.94","-3.40","0.00","0.00","-1.21","-2.72","0.00","22.61","15","2",,,,,"Early",,
"Marketplace","653121738287321","2023-02-24","08:44:42 PM","Friday","8 PM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Standard Order","ASAP","Pick-Up","No","New","non GH+","22.58","0.00","22.58","0.00","0.00","2.26","0.00","24.84","-2.82","0.00","0.00","-1.06","-2.26","0.00","18.70","10","48",,,,,"Late",,
"Marketplace","179821606791885","2023-02-12","04:57:21 PM","Sunday","4 PM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Standard Order","ASAP","Grubhub Delivery","No","Returning","non GH+","26.07","0.00","26.07","0.00","0.00","2.61","0.00","28.68","-3.26","-2.61","0.00","-1.17","-2.61","0.00","19.03","15","9","15","17","27","2","Early",,
"Marketplace","838221984549975","2023-03-22","04:54:38 PM","Wednesday","4 PM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Standard Order","ASAP","Grubhub Delivery","No","Returning","non GH+","34.49","0.00","34.49","0.00","0.00","3.45","0.00","37.94","-4.31","-3.45","0.00","-1.46","-3.45","0.00","25.27","15",,"7","11","16","0","On-time",,
"Marketplace","394621950301872","2023-03-19","03:27:16 PM","Sunday","3 PM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Standard Order","ASAP","Grubhub Delivery","No","Returning","non GH+","28.18","0.00","28.18","0.00","0.00","2.82","0.00","31.00","-3.52","-2.82","0.00","-1.25","-2.82","0.00","20.59","15","6","13","19","35","4","Early",,
"Marketplace","531021941353996","2023-03-18","06:29:10 PM","Saturday","6 PM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Standard Order","ASAP","Grubhub Delivery","No","New","non GH+","12.74","0.00","12.74","0.00","0.00","1.27","0.00","14.01","-1.59","-1.27","0.00","-0.73","-1.27","0.00","9.15","16","3","6","7","12","0","Early",,
"Marketplace","202923700780152","2023-09-10","02:27:09 PM","Sunday","2 PM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Standard Order","ASAP","Grubhub Delivery","No","Returning","GH+","42.44","0.00","42.44","0.00","0.00","4.24","0.00","46.68","-5.31","-4.24","0.00","-1.72","-4.24","0.00","31.17","15","6","11","12","31","0","Early",,
"Marketplace","108323681544929","2023-09-07","08:41:48 PM","Thursday","8 PM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Standard Order","ASAP","Grubhub Delivery","No","New","GH+","10.49","0.00","10.49","0.00","0.00","1.05","0.00","11.54","-1.31","-1.05","0.00","-0.65","-1.05","0.00","7.48","15","6","11","14","23","0","Early",,
"Marketplace","145923633640077","2023-09-03","10:39:45 AM","Sunday","10 AM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Standard Order","ASAP","Grubhub Delivery","No","Returning","GH+","47.97","0.00","47.97","0.00","0.00","4.80","0.00","52.77","-6.00","-4.80","0.00","-1.91","-4.80","0.00","35.26","15","10","46","47","62","1","On-time",,
"Marketplace","093323657272030","2023-09-05","06:30:42 PM","Tuesday","6 PM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Standard Order","ASAP","Grubhub Delivery","No","Returning","GH+","34.98","0.00","34.98","0.00","0.00","3.50","0.00","38.48","-4.37","-3.50","0.00","-1.47","-3.50","0.00","25.64","15","19","61","67","76","6","On-time",,
"Marketplace","055721765278177","2023-02-28","03:35:56 PM","Tuesday","3 PM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Standard Order","ASAP","Grubhub Delivery","No","Returning","GH+","29.46","0.00","29.46","0.00","0.00","2.95","0.00","32.41","-3.68","-2.95","0.00","-1.29","-2.95","0.00","21.54","14","12","14","15","42","1","On-time",,
"Marketplace","943624435063905","2023-11-22","04:02:53 PM","Wednesday","4 PM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Standard Order","ASAP","Grubhub Delivery","No","Loyal","GH+","36.68","0.00","36.68","0.00","0.00","3.67","0.00","40.35","-4.59","-3.67","0.00","-1.53","-3.67","0.00","26.89","15","10","11","12","43","0","On-time",,
"Marketplace","632524436337219","2023-11-22","02:08:36 PM","Wednesday","2 PM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Standard Order","ASAP","Grubhub Delivery","No","Returning","GH+","30.19","0.00","30.19","0.00","0.00","3.02","0.00","33.21","-3.77","-3.02","0.00","-1.31","-3.02","0.00","22.09","15","8","10","12","21","0","Early",,
"Marketplace","604324733775324","2023-12-22","03:06:40 PM","Friday","3 PM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Standard Order","ASAP","Grubhub Delivery","No","Returning","GH+","14.24","0.00","14.24","0.00","0.00","1.42","0.00","15.66","-1.78","-1.42","0.00","-0.78","-1.42","0.00","10.26","12","9","9","12","16","0","On-time",,
"Marketplace","604324733742089","2023-12-22","05:14:38 PM","Friday","5 PM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Standard Order","ASAP","Grubhub Delivery","No","Returning","non GH+","20.73","0.00","20.73","0.00","0.00","2.07","0.00","22.80","-2.59","-2.07","0.00","-1.00","-2.07","0.00","15.07","13","5","29","29","44","0","Early",,
"Marketplace","026624616871849","2023-12-09","07:24:02 PM","Saturday","7 PM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Standard Order","ASAP","Grubhub Delivery","No","Returning","non GH+","19.49","0.00","19.49","0.00","0.00","1.95","0.00","21.44","-2.44","-1.95","0.00","-0.95","-1.95","0.00","14.15","15","6","10","11","32","0","Early",,
"Marketplace","273124737441080","2023-12-21","06:49:34 PM","Thursday","6 PM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Standard Order","ASAP","Grubhub Delivery","No","Returning","GH+","13.99","0.00","13.99","0.00","0.00","1.40","0.00","15.39","-1.75","-1.40","0.00","-0.77","-1.40","0.00","10.07","13",,"14","14","23","0","On-time",,
"Marketplace","288821816545717","2023-03-05","04:55:56 PM","Sunday","4 PM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Standard Order","ASAP","Grubhub Delivery","No","Returning","GH+","23.28","0.00","23.28","0.00","0.00","2.33","0.00","25.61","-2.91","-2.33","0.00","-1.08","-2.33","0.00","16.96","12",,"15","17","37","1","On-time","4","All tacos were delicious and hot.  No complaints here.  Thanks for the great service today.  "
"Marketplace","627222013241117","2023-03-25","11:33:24 AM","Saturday","11 AM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Standard Order","ASAP","Grubhub Delivery","No","Returning","non GH+","25.98","0.00","25.98","0.00","0.00","2.60","0.00","28.58","-3.25","-2.60","0.00","-1.17","-2.60","0.00","18.96","15",,"15","20","43","5","On-time",,
"Marketplace","338622029249804","2023-03-25","07:45:55 PM","Saturday","7 PM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Standard Order","ASAP","Grubhub Delivery","No","New","non GH+","19.33","0.00","19.33","0.00","0.00","1.93","0.00","21.26","-2.42","-1.93","0.00","-0.95","-1.93","0.00","14.03","15",,"11","15","28","0","On-time",,
"Marketplace","179622555015432","2023-05-18","06:36:13 PM","Thursday","6 PM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Standard Order","ASAP","Grubhub Delivery","No","New","GH+","32.72","0.00","32.72","0.00","0.00","3.27","0.00","35.99","-4.09","-3.27","0.00","-1.40","-3.27","0.00","23.96","15","12","13","18","35","3","On-time",,
"Marketplace","572922397736705","2023-05-02","04:47:54 PM","Tuesday","4 PM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Standard Order","ASAP","Grubhub Delivery","No","Returning","GH+","22.22","0.00","22.22","0.00","0.00","2.22","0.00","24.44","-2.78","-2.22","0.00","-1.05","-2.22","0.00","16.17","15","4","19","21","34","2","Early","4","Good food and reasonably priced"
"Marketplace","374822421692205","2023-05-04","08:06:18 PM","Thursday","8 PM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Standard Order","ASAP","Grubhub Delivery","No","Returning","GH+","30.95","0.00","30.95","0.00","0.00","3.10","0.00","34.05","-3.87","-3.10","0.00","-1.34","-3.10","0.00","22.64","15","10","11","13","24","0","Early",,
"Marketplace","569522668796781","2023-05-28","08:48:40 PM","Sunday","8 PM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Standard Order","ASAP","Grubhub Delivery","No","Returning","non GH+","24.95","0.00","24.95","0.00","0.00","2.50","0.00","27.45","-3.12","-2.50","0.00","-1.14","-2.50","0.00","18.19","15",,"8","12","29","0","On-time",,
